Year,Citations,With Code
2017,65,True
2017,352,True
2017,115,False
2017,20,True
2017,199,True
2017,447,True
2017,12,False
2017,14,True
2017,23,False
2017,60,True
2017,4,False
2017,21,False
2017,176,True
2017,533,True
2017,217,True
2017,6,False
2017,389,True
2017,51,False
2017,9,False
2017,568,True
2017,339,False
2017,8,False
2017,39,False
2017,34,False
2017,73,False
2017,13,False
2017,452,True
2017,164,False
2017,22,True
2017,24,True
2017,79,False
2017,5,False
2017,12,False
2017,103,True
2017,43,True
2017,35,False
2017,58,True
2017,36,False
2017,64,False
2017,28,True
2017,68,True
2017,25,False
2017,479,True
2017,200,False
2017,14,True
2017,35,False
2017,55,False
2017,9,False
2017,184,True
2017,32,True
2017,18,False
2017,1,False
2017,37251,True
2017,19,False
2017,22,True
2017,112,True
2017,115,True
2017,155,True
2017,423,True
2017,58,False
2017,112,False
2017,423,True
2017,7,False
2017,31,False
2017,1197,True
2017,44,False
2017,352,True
2017,47,False
2017,79,True
2017,66,True
2017,104,False
2017,40,True
2017,2,False
2017,146,False
2017,174,True
2017,364,False
2017,515,True
2017,74,False
2017,7,False
2017,10,False
2017,244,False
2017,119,False
2017,87,True
2017,145,False
2017,67,False
2017,4,True
2017,14,False
2017,10,False
2017,27,False
2017,21,True
2017,11,False
2017,31,True
2017,25,True
2017,25,False
2017,4,False
2017,133,True
2017,131,False
2017,78,False
2017,97,False
2017,53,False
2017,141,True
2017,39,False
2017,38,False
2017,39,False
2017,50,False
2017,9,False
2017,235,False
2017,43,True
2017,275,True
2017,14,False
2017,184,True
2017,750,True
2017,212,True
2017,43,False
2017,13,False
2017,1357,True
2017,43,False
2017,5,False
2017,5663,True
2017,25,False
2017,52,False
2017,26,False
2017,43,True
2017,81,False
2017,13,False
2017,211,True
2017,37,False
2017,762,True
2017,32,False
2017,20,True
2017,30,False
2017,105,False
2017,20,False
2017,26,False
2017,15,False
2017,3469,True
2017,330,True
2017,134,True
2017,89,False
2017,115,False
2017,37,False
2017,252,True
2017,5,False
2017,1914,True
2017,1762,True
2017,2,False
2017,373,True
2017,13,False
2017,45,False
2017,179,True
2017,11,False
2017,12,False
2017,10,False
2017,727,True
2017,890,True
2017,7,False
2017,46,True
2017,69,False
2017,120,False
2017,9,False
2017,5,False
2017,58,False
2017,4,False
2017,60,False
2017,199,False
2017,33,True
2017,331,True
2017,3,False
2017,195,False
2017,48,False
2017,80,True
2017,22,False
2017,59,False
2017,37,False
2017,28,False
2017,13,False
2017,66,True
2017,12,False
2017,30,False
2017,31,False
2017,158,False
2017,55,True
2017,116,False
2017,24,False
2017,525,True
2017,8,False
2017,7,False
2017,11,True
2017,16,False
2017,357,True
2017,41,False
2017,49,False
2017,10,False
2017,1237,True
2017,3,False
2017,198,True
2017,347,True
2017,56,True
2017,118,True
2017,33,False
2017,227,True
2017,283,True
2017,9,False
2017,17,False
2017,76,True
2017,24,False
2017,47,True
2017,141,False
2017,57,True
2017,19,False
2017,935,True
2017,738,True
2017,140,False
2017,178,True
2017,13,False
2017,285,True
2017,164,True
2017,6,False
2017,26,True
2017,351,True
2017,212,True
2017,31,True
2017,5,False
2017,165,True
2017,10,False
2017,33,False
2017,333,True
2017,15,True
2017,10,False
2017,197,True
2017,63,False
2017,9,True
2017,309,False
2017,59,True
2017,313,True
2017,154,True
2017,68,False
2017,2,False
2017,5851,True
2017,8,False
2017,9,True
2017,12,False
2017,650,True
2017,4697,True
2017,5814,True
2017,4,False
2017,44,False
2017,33,False
2017,64,True
2017,187,True
2017,199,True
2017,186,False
2017,49,False
2017,21,False
2017,6,False
2017,49,False
2017,561,True
2017,46,False
2017,14,False
2017,147,True
2017,14,False
2017,33,False
2017,18,True
2017,15,True
2017,42,False
2017,13,False
2017,23,False
2017,371,True
2017,39,True
2017,5,False
2017,4,False
2017,69,True
2017,239,True
2017,81,True
2017,50,False
2017,22,False
2017,17,False
2017,1,False
2017,22,False
2017,5,False
2017,18,False
2017,20,False
2017,418,False
2017,12,False
2017,321,True
2017,3,False
2017,275,True
2017,6,False
2017,422,True
2017,218,True
2017,406,True
2017,2492,True
2017,4,False
2017,24,False
2017,12,False
2017,184,True
2017,123,False
2017,128,False
2017,36,False
2017,13,False
2017,14,False
2017,8,False
2017,78,False
2017,803,True
2017,16,False
2017,110,True
2017,307,False
2017,540,True
2017,31,False
2017,306,True
2017,3,True
2017,113,False
2017,53,False
2017,39,False
2017,32,False
2017,17,True
2017,72,True
2017,7,False
2017,199,False
2017,55,False
2017,9,False
2017,452,False
2017,24,False
2017,246,True
2017,24,True
2017,36,False
2017,12,False
2017,228,False
2017,203,False
2017,116,True
2017,186,True
2017,19,False
2017,10,True
2017,11,True
2017,54,True
2017,62,False
2017,47,False
2017,65,False
2017,430,True
2017,771,False
2017,27,False
2017,33,True
2017,76,False
2017,246,True
2017,38,False
2017,2,False
2017,65,False
2017,2,False
2017,23,False
2017,5,False
2017,3,False
2017,57,False
2017,15,False
2017,33,False
2017,55,True
2017,20,False
2017,485,True
2017,460,False
2017,109,True
2017,28,False
2017,17,False
2017,29,True
2017,74,False
2017,22,False
2017,255,True
2017,48,True
2017,47,False
2017,53,True
2017,10,True
2017,5,True
2017,79,True
2017,20,False
2017,166,False
2017,108,True
2017,4,False
2017,33,False
2017,41,False
2017,28,False
2017,55,True
2017,45,True
2017,3,False
2017,39,False
2017,1,True
2017,12,False
2017,22,False
2017,356,True
2017,14,False
2017,364,True
2017,43,False
2017,283,True
2017,152,True
2017,24,True
2017,66,True
2017,15,False
2017,4,False
2017,13,False
2017,20,False
2017,84,False
2017,53,True
2017,2,True
2017,7,False
2017,11,False
2017,3668,True
2017,74,False
2017,12,False
2017,2,False
2017,48,True
2017,36,False
2017,153,True
2017,43,False
2017,11,False
2017,75,False
2017,179,True
2017,5,False
2017,19,False
2017,188,True
2017,94,True
2017,5,True
2017,2,False
2017,107,False
2017,35,False
2017,20,False
2017,553,True
2017,40,False
2017,4394,True
2017,80,False
2017,227,True
2017,764,True
2017,184,False
2017,47,False
2017,130,False
2017,158,True
2017,63,False
2017,124,False
2017,31,False
2017,5,False
2017,118,True
2017,1841,True
2017,346,True
2017,27,False
2017,14,False
2017,9,True
2017,46,True
2017,23,True
2017,8,False
2017,11,False
2017,125,True
2017,124,True
2017,38,True
2017,496,True
2017,35,False
2017,19,False
2017,5,False
2017,134,False
2017,124,False
2017,361,False
2017,10,False
2017,17,False
2017,12,True
2017,33,False
2017,12,True
2017,81,False
2017,467,False
2017,10,False
2017,7,False
2017,282,True
2017,19,False
2017,68,True
2017,282,False
2017,211,True
2017,208,False
2017,8,False
2017,1217,True
2017,219,True
2017,66,False
2017,316,True
2017,32,False
2017,19,False
2017,72,False
2017,36,True
2017,403,True
2017,34,False
2017,126,True
2017,96,False
2017,119,True
2017,187,False
2017,7,False
2017,31,False
2017,2,False
2017,7,False
2017,14,True
2017,26,False
2017,12,False
2017,228,True
2017,11,False
2017,8,True
2017,4,False
2017,106,True
2017,41,False
2017,19,False
2017,45,True
2017,17,False
2017,41,False
2017,22,False
2017,21,False
2017,4394,True
2017,1,False
2017,6,False
2017,244,True
2017,49,False
2017,62,True
2017,152,False
2017,44,True
2017,20,False
2017,8,False
2017,103,True
2017,540,False
2017,421,True
2017,5,False
2017,407,False
2017,12,False
2017,31,False
2017,9,False
2017,394,True
2017,591,True
2017,172,False
2017,569,True
2017,17,False
2017,11,False
2017,1077,True
2017,63,False
2017,302,True
2017,21,False
2017,10,False
2017,154,True
2017,31,True
2017,288,True
2017,52,False
2017,16,False
2017,7,False
2017,10,False
2017,41,False
2017,21,False
2017,5,True
2017,14,False
2017,140,True
2017,13,True
2017,14,False
2017,246,True
2017,7,False
2018,9,True
2018,86,True
2018,88,True
2018,110,True
2018,29,True
2018,100,True
2018,19,True
2018,12,False
2018,267,True
2018,0,True
2018,19,False
2018,4,True
2018,15,False
2018,4,False
2018,3,True
2018,145,True
2018,43,False
2018,3,False
2018,36,False
2018,16,True
2018,51,False
2018,4,False
2018,88,True
2018,46,False
2018,76,True
2018,42,False
2018,20,True
2018,73,True
2018,18,False
2018,12,True
2018,36,False
2018,98,True
2018,78,True
2018,22,True
2018,25,False
2018,24,True
2018,126,True
2018,10,False
2018,14,True
2018,52,False
2018,21,True
2018,310,True
2018,19,False
2018,150,True
2018,1,False
2018,22,False
2018,73,True
2018,27,True
2018,27,True
2018,5,False
2018,92,False
2018,39,False
2018,189,False
2018,17,False
2018,6,False
2018,3,False
2018,16,False
2018,73,False
2018,12,False
2018,11,False
2018,146,True
2018,258,False
2018,15,False
2018,30,True
2018,29,True
2018,102,False
2018,32,True
2018,12,True
2018,112,True
2018,82,False
2018,15,False
2018,57,False
2018,156,True
2018,33,False
2018,14,True
2018,15,True
2018,5,False
2018,30,False
2018,23,False
2018,4,True
2018,37,False
2018,50,False
2018,42,False
2018,178,False
2018,41,False
2018,67,True
2018,124,False
2018,56,False
2018,27,False
2018,844,True
2018,121,True
2018,13,True
2018,96,True
2018,44,True
2018,332,False
2018,142,False
2018,37,False
2018,15,True
2018,12,True
2018,78,False
2018,42,True
2018,288,True
2018,122,False
2018,179,True
2018,118,False
2018,22,False
2018,88,True
2018,18,False
2018,7,True
2018,125,True
2018,0,False
2018,58,False
2018,29,True
2018,43,False
2018,176,False
2018,16,False
2018,60,False
2018,79,False
2018,15,True
2018,10,False
2018,19,True
2018,27,False
2018,11,False
2018,26,False
2018,27,True
2018,21,True
2018,119,True
2018,65,True
2018,42,True
2018,12,False
2018,36,True
2018,10,False
2018,330,True
2018,8,False
2018,169,False
2018,38,False
2018,7,False
2018,75,False
2018,733,True
2018,40,True
2018,222,False
2018,163,True
2018,16,True
2018,46,True
2018,48,True
2018,38,False
2018,27,False
2018,90,False
2018,7,False
2018,27,False
2018,22,False
2018,54,True
2018,84,False
2018,260,False
2018,7,False
2018,477,True
2018,23,False
2018,34,True
2018,11,False
2018,55,False
2018,3,False
2018,193,True
2018,101,True
2018,180,True
2018,31,True
2018,10,False
2018,13,False
2018,73,False
2018,92,True
2018,47,False
2018,200,False
2018,432,True
2018,285,False
2018,47,True
2018,56,True
2018,21,True
2018,29,False
2018,13,True
2018,28,False
2018,925,True
2018,33,False
2018,19,False
2018,296,True
2018,7,False
2018,81,True
2018,17,True
2018,49,True
2018,61,True
2018,12,False
2018,92,True
2018,130,True
2018,45,True
2018,25,True
2018,39,False
2018,6,False
2018,64,False
2018,27,True
2018,44,False
2018,72,False
2018,162,True
2018,70,True
2018,33,True
2018,118,False
2018,12,False
2018,88,False
2018,176,True
2018,56,False
2018,62,False
2018,9,True
2018,467,True
2018,106,False
2018,28,False
2018,51,True
2018,18,False
2018,257,True
2018,4,True
2018,55,True
2018,46,True
2018,19,True
2018,42,False
2018,18,True
2018,51,False
2018,57,False
2018,281,False
2018,31,False
2018,51,True
2018,5,False
2018,28,False
2018,15,True
2018,4,False
2018,43,False
2018,304,False
2018,46,False
2018,255,False
2018,209,True
2018,41,False
2018,15,True
2018,54,True
2018,36,False
2018,9,False
2018,25,True
2018,8,True
2018,195,True
2018,13,False
2018,348,True
2018,280,False
2018,18,True
2018,12,False
2018,68,False
2018,13,False
2018,37,False
2018,11,True
2018,76,True
2018,18,False
2018,53,True
2018,4,False
2018,208,True
2018,40,True
2018,131,True
2018,94,False
2018,44,True
2018,216,True
2018,1,True
2018,150,False
2018,56,False
2018,9,True
2018,8,True
2018,5,False
2018,8,False
2018,605,True
2018,108,False
2018,14,False
2018,14,True
2018,412,True
2018,380,True
2018,83,False
2018,44,False
2018,17,False
2018,14,True
2018,105,True
2018,81,True
2018,7,False
2018,76,False
2018,31,False
2018,59,True
2018,126,True
2018,61,True
2018,21,True
2018,35,False
2018,163,True
2018,101,False
2018,390,True
2018,25,False
2018,82,False
2018,161,False
2018,203,True
2018,43,True
2018,43,True
2018,2,False
2018,269,True
2018,65,False
2018,67,False
2018,10,False
2018,178,True
2018,41,True
2018,253,True
2018,45,False
2018,122,True
2018,25,True
2018,42,False
2018,201,True
2018,113,True
2018,35,False
2018,68,True
2018,78,True
2018,6,False
2018,2,False
2018,154,True
2018,47,True
2018,13,True
2018,32,False
2018,9,True
2018,93,False
2018,232,True
2018,13,False
2018,198,True
2018,8,False
2018,23,False
2018,231,False
2018,104,False
2018,15,False
2018,164,True
2018,198,True
2018,3,False
2018,101,False
2018,15,True
2018,95,True
2018,251,False
2018,35,True
2018,19,False
2018,47,True
2018,108,False
2018,1,False
2018,6,False
2018,30,False
2018,119,True
2018,7,False
2018,13,True
2018,58,True
2018,423,True
2018,737,True
2018,26,True
2018,9,False
2018,167,True
2018,20,False
2018,472,False
2018,20,True
2018,368,True
2018,92,True
2018,51,True
2018,61,True
2018,66,False
2018,13,True
2018,16,False
2018,31,True
2018,65,True
2018,34,False
2018,88,True
2018,27,False
2018,33,True
2018,30,False
2018,16,True
2018,6,False
2018,40,False
2018,49,False
2018,10,False
2018,115,False
2018,1067,True
2018,222,True
2018,95,False
2018,8,True
2018,3,False
2018,14,True
2018,14,False
2018,271,True
2018,65,True
2018,18,False
2018,314,True
2018,310,True
2018,65,True
2018,41,False
2018,67,True
2018,36,False
2018,493,True
2018,76,True
2018,62,True
2018,114,True
2018,5,False
2018,12,False
2018,12,True
2018,39,True
2018,54,False
2018,149,True
2018,66,True
2018,113,True
2018,38,False
2018,1,False
2018,307,False
2018,40,False
2018,27,True
2018,28,True
2018,109,True
2018,32,True
2018,70,True
2018,5,False
2018,20,False
2018,105,True
2018,29,True
2018,5,True
2018,12,True
2018,750,True
2018,31,False
2018,167,True
2018,21,True
2018,136,True
2018,15,False
2018,10,False
2018,422,True
2018,44,False
2018,34,False
2018,15,False
2018,124,True
2018,7,False
2018,1903,True
2018,89,True
2018,33,False
2018,40,True
2018,93,False
2018,213,False
2018,249,True
2018,38,False
2018,24,True
2018,20,False
2018,51,True
2018,105,True
2018,2,False
2018,8,False
2018,11,True
2018,110,True
2018,213,True
2018,13,True
2018,13,True
2018,32,True
2018,10,False
2018,27,True
2018,70,True
2018,148,True
2018,6,False
2018,17,True
2018,40,False
2018,23,True
2018,16,False
2018,277,False
2018,250,True
2018,60,True
2018,82,False
2018,102,True
2018,2,True
2018,50,True
2018,22,False
2018,18,False
2018,204,True
2018,6,False
2018,85,True
2018,118,False
2018,40,False
2018,167,True
2018,51,False
2018,94,False
2018,47,False
2018,24,True
2018,21,True
2018,16,True
2018,24,True
2018,43,False
2018,4,False
2018,12,True
2018,6,False
2018,72,True
2018,152,True
2018,44,True
2018,32,False
2018,0,True
2018,16,False
2018,34,False
2018,155,True
2018,15,False
2018,195,False
2018,29,False
2018,11,False
2018,41,False
2018,2,False
2018,94,True
2018,3,False
2018,47,True
2018,14,False
2018,47,True
2018,19,False
2018,82,True
2018,1,False
2018,50,False
2018,5,False
2018,13,False
2018,19,False
2018,15,False
2018,338,True
2018,501,True
2018,43,False
2018,62,False
2018,38,True
2018,6,True
2018,102,True
2018,142,True
2018,67,True
2018,55,True
2018,68,False
2018,5,False
2018,6,False
2018,0,True
2018,8,False
2018,75,True
2018,16,False
2018,14,False
2018,2,False
2018,52,True
2018,10,False
2018,29,False
2018,298,True
2018,49,False
2018,280,True
2018,245,True
2018,146,True
2018,5,False
2018,4,False
2018,64,True
2018,201,False
2018,46,False
2018,172,False
2018,70,False
2018,78,False
2018,113,True
2018,12,False
2018,46,True
2018,12,False
2018,14,False
2018,8,False
2018,25,False
2018,10,False
2018,9,True
2018,11,False
2018,37,True
2018,25,True
2018,137,True
2018,124,True
2018,8,False
2018,185,True
2018,16,True
2018,55,True
2018,2,False
2018,28,False
2018,16,False
2018,29,True
2018,12,False
2018,27,True
2018,122,True
2018,14,True
2018,194,True
2018,19,False
2018,19,True
2018,237,True
2018,67,False
2018,33,False
2018,137,True
2018,24,False
2018,416,True
2018,9,True
2018,28,True
2018,71,True
2018,58,True
2018,186,True
2018,50,False
2018,124,False
2018,4,True
2018,13,False
2018,197,True
2018,792,True
2018,106,True
2018,62,True
2018,14,True
2018,9,False
2018,26,False
2018,73,True
2018,7,False
2018,16,False
2018,161,True
2018,159,True
2018,411,True
2018,128,True
2018,24,False
2018,25,True
2018,46,False
2018,237,True
2018,24,False
2018,8,False
2018,46,True
2018,20,True
2018,56,False
2018,19,True
2018,169,False
2018,6,False
2018,427,True
2018,49,True
2018,38,True
2018,32,True
2018,22,False
2018,4,False
2018,21,True
2018,59,True
2018,46,True
2018,43,True
2018,37,False
2018,232,True
2018,97,True
2018,100,False
2018,13,False
2018,82,False
2018,21,True
2018,70,False
2018,32,False
2018,9,True
2018,13,False
2018,128,False
2018,65,False
2018,49,True
2018,24,True
2018,46,True
2018,14,False
2018,2,False
2018,31,True
2018,348,True
2018,7,False
2018,71,False
2018,141,True
2018,40,False
2018,102,True
2018,179,False
2018,44,False
2018,80,True
2018,7,False
2018,1,False
2018,835,True
2018,408,False
2018,18,False
2018,62,False
2018,45,True
2018,51,True
2018,9,False
2018,41,False
2018,21,True
2018,53,False
2018,7,False
2018,4,False
2018,34,True
2018,149,False
2018,891,True
2018,40,False
2018,137,True
2018,138,True
2018,41,False
2018,28,False
2018,222,True
2018,20,True
2018,20,False
2018,12,False
2018,8,False
2018,240,True
2018,34,False
2018,59,False
2018,21,True
2018,4,False
2018,7,False
2018,27,False
2018,41,True
2018,125,True
2018,11,False
2018,913,True
2018,30,False
2018,16,True
2018,752,True
2018,10,False
2018,22,False
2018,18,False
2018,10,False
2018,14,False
2018,301,True
2018,25,False
2018,80,False
2018,141,True
2018,41,False
2018,32,False
2018,4,False
2018,30,False
2018,83,False
2018,13,True
2018,6,True
2018,12,False
2018,54,False
2018,14,True
2018,234,True
2018,3,False
2018,15,True
2018,25,False
2018,12,True
2018,355,True
2018,2,False
2018,10,True
2018,34,False
2018,23,True
2018,26,False
2018,4,False
2018,1,False
2018,383,True
2018,12,False
2018,105,True
2018,4,False
2018,23,False
2018,127,True
2018,45,False
2018,85,True
2018,35,False
2018,8,True
2018,33,True
2018,64,True
2018,35,True
2018,87,True
2018,6,False
2018,7,True
2018,8,False
2018,16,True
2018,261,True
2018,50,True
2018,11,False
2018,141,True
2018,107,True
2018,55,False
2018,94,True
2018,21,False
2018,17,False
2018,182,True
2018,90,True
